,Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
354,No,10,No,No,Fiber optic,No,No,Month-to-month,Yes,85.25,1
4917,No,68,Yes,Yes,Fiber optic,Yes,No,One year,No,101.35,0
1589,No,31,Yes,Yes,Fiber optic,No,No,Month-to-month,No,104.35,0
4625,Yes,43,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.25,0
2385,No,23,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,96.9,0
2935,No,71,Yes,No,DSL,Yes,Yes,Two year,No,83.2,0
2072,No,72,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,98.2,0
2115,No,41,No,Yes,DSL,Yes,No,One year,Yes,80.55,0
3444,Yes,8,Yes,No,DSL,No,No,Month-to-month,Yes,51.3,0
4457,No,5,No,No,DSL,Yes,No,Month-to-month,No,39.5,1
337,No,39,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.45,0
3419,No,39,No,Yes,DSL,No,No,One year,Yes,58.6,0
4807,No,44,No,Yes,DSL,No,No,Month-to-month,Yes,30.35,1
2353,Yes,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.8,0
1927,Yes,16,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.4,0
3836,Yes,53,Yes,Yes,Fiber optic,Yes,No,One year,No,95.95,0
885,No,25,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.15,0
3291,Yes,45,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.65,0
2589,Yes,68,No,Yes,DSL,Yes,Yes,Two year,No,60.3,0
679,Yes,70,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.4,0
1210,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,81.1,1
3632,Yes,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.25,0
3589,No,58,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,109.1,0
1504,Yes,47,Yes,Yes,DSL,No,Yes,Two year,Yes,85.3,0
1665,No,6,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,89.25,0
4263,No,1,No,No,Fiber optic,No,No,Month-to-month,No,78.45,1
4024,No,64,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,110.5,0
902,No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.55,0
1244,No,12,No,Yes,Fiber optic,No,No,Month-to-month,Yes,84.6,0
1156,Yes,43,Yes,No,DSL,No,Yes,One year,Yes,71.9,0
1539,Yes,27,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.15,0
3284,No,1,No,No,Fiber optic,No,Yes,Month-to-month,Yes,95.85,0
3499,Yes,11,Yes,No,DSL,No,No,Month-to-month,No,51.0,0
1608,No,9,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.4,0
109,No,41,No,No,DSL,Yes,No,One year,Yes,73.0,1
523,No,35,Yes,No,DSL,Yes,No,One year,No,53.15,0
3670,Yes,9,No,No,Fiber optic,Yes,No,One year,Yes,90.35,0
516,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,93.85,1
2758,No,18,No,No,Fiber optic,No,No,Month-to-month,Yes,95.45,1
3673,No,32,No,Yes,Fiber optic,No,No,Month-to-month,No,84.15,1
3383,No,46,No,No,DSL,No,No,Month-to-month,Yes,45.2,0
2372,No,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.5,0
1406,No,21,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.35,0
3450,No,15,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,96.3,1
4268,No,4,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,60.4,1
1471,Yes,45,No,Yes,DSL,No,Yes,One year,Yes,54.15,1
1079,No,3,Yes,No,Fiber optic,No,No,Month-to-month,Yes,86.05,0
3371,Yes,62,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.05,0
3099,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,116.05,0
215,No,48,No,Yes,Fiber optic,Yes,No,One year,Yes,97.05,0
3529,No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.55,0
123,Yes,49,Yes,Yes,DSL,Yes,Yes,One year,Yes,87.2,0
1117,No,58,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.7,0
4574,No,21,No,No,Fiber optic,No,No,Month-to-month,Yes,73.7,0
2226,No,7,No,Yes,DSL,No,Yes,Month-to-month,Yes,44.4,0
2892,No,55,Yes,No,DSL,No,No,Month-to-month,Yes,50.55,0
3647,No,15,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.05,0
120,No,7,No,No,Fiber optic,Yes,No,Month-to-month,Yes,74.9,0
986,Yes,25,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.5,0
305,Yes,7,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.45,0
731,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.1,1
3682,No,3,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,99.0,1
1461,No,31,No,No,Fiber optic,Yes,No,Month-to-month,Yes,89.9,1
4093,No,58,Yes,No,DSL,No,Yes,One year,Yes,61.05,0
2774,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,85.7,1
489,Yes,40,Yes,Yes,DSL,No,Yes,One year,No,40.25,0
3379,Yes,23,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,0
1896,No,11,Yes,No,DSL,No,Yes,One year,Yes,54.6,0
4179,Yes,24,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.7,0
1180,Yes,34,No,No,Fiber optic,No,No,Month-to-month,No,78.3,1
2664,Yes,54,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.35,0
928,Yes,35,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.1,0
3563,Yes,34,No,Yes,Fiber optic,No,No,Month-to-month,Yes,97.7,0
4092,No,2,Yes,No,Fiber optic,No,No,Month-to-month,No,90.75,0
4184,No,20,Yes,No,Fiber optic,No,No,Month-to-month,Yes,79.15,1
3541,No,13,Yes,No,DSL,No,Yes,One year,No,55.15,0
1673,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,70.1,1
2780,No,37,No,No,Fiber optic,Yes,No,Month-to-month,Yes,99.5,1
569,No,32,No,Yes,Fiber optic,Yes,No,Month-to-month,No,106.35,1
1958,No,67,Yes,Yes,Fiber optic,No,No,One year,Yes,105.6,0
2346,No,56,No,Yes,Fiber optic,No,No,Month-to-month,Yes,73.85,1
3778,No,6,Yes,Yes,DSL,No,Yes,Month-to-month,No,50.95,0
2388,Yes,72,No,No,DSL,Yes,No,Two year,Yes,76.8,0
2534,Yes,39,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.85,0
4553,No,13,No,Yes,Fiber optic,Yes,No,Month-to-month,No,94.1,1
91,No,51,Yes,Yes,DSL,Yes,Yes,Two year,Yes,83.25,0
2865,Yes,61,Yes,Yes,DSL,Yes,Yes,One year,Yes,79.4,0
4126,Yes,2,Yes,No,DSL,No,No,Month-to-month,No,56.7,1
2925,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,70.35,1
1217,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.25,0
1579,No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,83.25,0
1153,No,1,No,No,DSL,No,No,Month-to-month,No,45.1,1
501,No,13,Yes,Yes,DSL,No,Yes,Month-to-month,No,67.8,0
1718,No,51,Yes,No,Fiber optic,Yes,No,One year,Yes,93.65,0
1531,Yes,65,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,99.05,0
1678,No,15,Yes,Yes,DSL,Yes,Yes,One year,No,45.9,0
4478,No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.45,0
4007,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,116.6,0
3786,Yes,37,No,Yes,Fiber optic,No,No,Month-to-month,Yes,88.8,0
1688,No,51,Yes,No,DSL,No,Yes,One year,No,59.9,0
3186,Yes,46,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.2,0
970,Yes,69,Yes,Yes,DSL,No,Yes,Two year,No,80.65,0
282,No,3,No,No,DSL,No,No,Month-to-month,Yes,55.3,1
4782,Yes,39,No,No,DSL,Yes,No,Month-to-month,No,30.1,1
3042,No,4,No,No,DSL,No,No,Month-to-month,Yes,44.8,0
2250,No,35,No,No,Fiber optic,Yes,No,Month-to-month,Yes,100.8,0
4065,No,66,No,Yes,Fiber optic,Yes,No,One year,No,104.6,0
2527,No,1,No,No,DSL,No,No,Month-to-month,No,46.0,1
4579,Yes,50,No,No,DSL,No,No,One year,Yes,44.8,0
2689,Yes,22,No,No,DSL,No,Yes,Month-to-month,Yes,51.1,0
493,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.1,1
1321,Yes,19,Yes,No,DSL,No,No,One year,Yes,48.95,0
4264,Yes,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.4,0
3671,Yes,44,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.6,0
1883,No,39,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.15,0
3107,Yes,6,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.4,0
3125,No,12,No,No,DSL,No,No,Month-to-month,No,43.8,0
1671,No,20,No,No,Fiber optic,Yes,No,Month-to-month,No,90.8,1
1235,No,31,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,87.6,0
3206,Yes,25,No,No,Fiber optic,No,No,One year,Yes,90.4,1
1175,No,20,No,No,Fiber optic,No,No,Month-to-month,No,71.3,1
4401,Yes,23,No,Yes,Fiber optic,Yes,Yes,One year,No,86.8,0
583,Yes,68,Yes,No,Fiber optic,Yes,No,Two year,No,80.35,0
843,No,54,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,108.0,0
4222,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,117.6,0
1483,No,29,No,Yes,DSL,No,Yes,Month-to-month,No,34.3,0
3473,No,39,Yes,No,Fiber optic,Yes,Yes,One year,Yes,95.55,1
363,Yes,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.9,0
1449,No,50,No,No,DSL,Yes,No,One year,No,75.7,0
4769,Yes,64,No,Yes,DSL,Yes,Yes,Two year,No,49.85,0
779,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,111.15,0
3398,Yes,33,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,24.25,0
4741,No,10,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.8,0
2351,No,71,Yes,Yes,DSL,Yes,Yes,Two year,Yes,84.4,0
944,No,26,No internet service,No internet service,No,No internet service,No internet service,One year,No,26.0,0
3755,No,8,Yes,No,DSL,No,No,Month-to-month,Yes,30.45,1
246,No,15,Yes,No,DSL,Yes,Yes,Month-to-month,No,58.95,0
4640,No,66,Yes,No,Fiber optic,No,No,Two year,Yes,102.4,0
558,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,0
3990,Yes,60,Yes,No,DSL,Yes,Yes,Two year,No,59.85,0
984,No,34,Yes,No,DSL,No,Yes,Month-to-month,Yes,60.85,0
2197,No,68,No,Yes,DSL,No,Yes,Two year,No,64.1,0
4314,No,54,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.05,0
2765,No,20,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.6,0
1172,Yes,70,Yes,Yes,DSL,No,Yes,Two year,No,66.0,0
3002,No,2,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,104.4,1
37,No,63,Yes,Yes,Fiber optic,Yes,Yes,One year,No,104.5,0
602,No,49,Yes,Yes,DSL,Yes,Yes,Two year,No,67.4,0
3874,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,79.0,1
3630,No,19,No,No,Fiber optic,Yes,No,Month-to-month,Yes,95.9,1
2804,Yes,51,Yes,Yes,Fiber optic,No,Yes,One year,No,110.05,0
1008,Yes,52,No,Yes,Fiber optic,Yes,No,One year,Yes,95.7,0
2907,No,15,No,Yes,DSL,No,Yes,Month-to-month,Yes,58.6,1
1787,No,69,Yes,Yes,DSL,No,No,One year,Yes,53.65,0
3752,Yes,38,No,Yes,DSL,Yes,No,One year,No,78.95,0
3968,No,6,No,No,DSL,No,Yes,Month-to-month,Yes,49.65,1
2837,No,58,No,Yes,Fiber optic,Yes,No,One year,Yes,94.3,0
42,No,4,No,No,Fiber optic,Yes,No,Month-to-month,Yes,88.85,1
3792,Yes,29,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.0,0
3400,Yes,21,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,102.8,1
3715,No,70,No,Yes,DSL,Yes,Yes,Two year,No,72.95,0
3463,No,69,No,Yes,DSL,Yes,Yes,One year,Yes,60.8,0
4912,No,56,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,106.6,0
1999,No,1,Yes,No,DSL,No,No,Month-to-month,No,49.55,0
1778,No,8,No,Yes,Fiber optic,No,No,Month-to-month,Yes,87.1,0
692,No,11,Yes,No,Fiber optic,No,No,Month-to-month,No,76.4,0
2734,No,45,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,84.55,0
3368,Yes,67,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.9,0
132,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,85.45,1
224,No,35,No,No,DSL,Yes,No,Month-to-month,Yes,62.1,0
1028,Yes,23,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.6,0
4328,No,70,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.8,0
3011,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,0
721,Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.85,0
4015,No,31,Yes,No,DSL,Yes,Yes,Month-to-month,No,65.25,1
3328,No,39,No,No,DSL,No,Yes,One year,No,59.3,0
1740,No,46,No,No,DSL,No,No,Month-to-month,Yes,43.95,0
973,No,1,Yes,No,DSL,No,No,Month-to-month,No,50.15,0
3927,No,28,No,Yes,Fiber optic,No,Yes,One year,Yes,91.25,0
332,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.3,0
3898,No,59,No,Yes,DSL,No,Yes,One year,Yes,80.1,0
1502,No,1,No,Yes,Fiber optic,No,No,Month-to-month,No,75.8,1
4906,Yes,58,Yes,Yes,DSL,Yes,Yes,Two year,No,71.6,0
4038,No,72,Yes,Yes,DSL,Yes,No,Two year,No,42.1,0
2956,No,61,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,106.45,0
1400,No,28,Yes,No,DSL,No,Yes,One year,No,54.3,0
4680,No,16,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.6,0
619,No,1,No,No,Fiber optic,No,No,Month-to-month,No,70.5,1
153,Yes,15,No,No,DSL,No,No,Month-to-month,No,46.3,0
643,No,72,Yes,Yes,DSL,Yes,No,Two year,Yes,84.1,0
2182,No,22,Yes,No,Fiber optic,No,No,Month-to-month,Yes,101.35,1
734,Yes,16,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.5,0
2022,Yes,12,No,No,DSL,No,No,One year,No,53.65,1
1345,No,57,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,87.55,0
3539,No,1,No,No,DSL,No,No,Month-to-month,Yes,59.85,1
2625,No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,86.55,1
4194,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.9,0
133,No,71,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,115.15,0
4699,No,67,No,No,Fiber optic,Yes,No,Month-to-month,Yes,101.4,0
1412,No,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,82.3,0
475,No,41,Yes,Yes,Fiber optic,Yes,No,One year,Yes,104.45,0
1657,No,12,No,No,DSL,No,Yes,One year,Yes,59.8,1
1726,No,66,No,Yes,Fiber optic,Yes,Yes,One year,Yes,108.1,0
3951,Yes,16,No,No,Fiber optic,Yes,No,Month-to-month,Yes,90.8,0
1776,No,3,No,No,DSL,No,No,Month-to-month,No,45.45,0
328,No,11,Yes,Yes,DSL,No,No,Month-to-month,No,60.25,0
3280,No,4,Yes,No,Fiber optic,No,No,Month-to-month,Yes,80.15,0
1414,Yes,68,No,No,DSL,Yes,Yes,Two year,Yes,72.95,0
137,No,59,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.45,0
4651,Yes,4,No,No,Fiber optic,No,Yes,Month-to-month,No,80.8,1
4618,Yes,8,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,21.05,0
1161,No,23,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.75,0
1660,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,71.25,0
200,No,24,No,Yes,DSL,No,No,Month-to-month,Yes,69.45,0
4916,Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.7,0
766,No,11,No,No,DSL,No,No,Month-to-month,No,45.2,0
128,No,60,Yes,Yes,DSL,No,Yes,Two year,Yes,61.35,0
1168,No,39,Yes,Yes,DSL,No,Yes,One year,Yes,40.3,0
1199,No,4,Yes,No,Fiber optic,No,No,Month-to-month,Yes,99.6,1
873,No,2,No,Yes,Fiber optic,No,No,Month-to-month,No,89.5,1
2872,Yes,24,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,70.3,0
4108,No,15,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,96.5,0
3477,Yes,71,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,99.0,0
521,No,32,No,No,Fiber optic,Yes,No,Month-to-month,Yes,81.1,0
84,No,52,Yes,No,Fiber optic,Yes,Yes,One year,Yes,104.45,0
4296,No,37,Yes,No,Fiber optic,No,No,Month-to-month,Yes,91.15,0
4892,No,37,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.35,0
1410,Yes,41,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.0,0
4396,No,66,Yes,Yes,DSL,Yes,No,Two year,Yes,74.6,0
2218,No,52,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.65,0
2507,No,21,No,Yes,Fiber optic,Yes,Yes,One year,Yes,104.55,0
3585,No,4,Yes,No,DSL,Yes,No,Month-to-month,No,56.75,0
1869,No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.45,0
1956,Yes,6,No,No,DSL,No,No,Month-to-month,Yes,48.95,0
2083,Yes,24,Yes,No,DSL,Yes,Yes,One year,Yes,84.8,0
1505,No,5,No,No,Fiber optic,No,No,Month-to-month,Yes,80.0,1
2315,No,13,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.4,0
4621,No,66,Yes,Yes,DSL,Yes,Yes,Two year,Yes,85.9,0
2457,Yes,23,No,Yes,Fiber optic,Yes,Yes,Month-to-month,No,83.8,1
473,No,2,No,No,DSL,No,No,Month-to-month,Yes,45.25,1
4341,Yes,40,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.4,0
2349,No,24,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.55,0
2348,No,63,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,109.2,0
2157,Yes,1,No,No,DSL,No,No,Month-to-month,Yes,50.05,0
1755,Yes,25,Yes,No,DSL,No,No,One year,Yes,40.65,0
1566,No,22,Yes,No,DSL,No,No,Month-to-month,Yes,54.45,1
3085,No,50,No,Yes,Fiber optic,No,Yes,One year,Yes,106.8,0
1452,Yes,71,Yes,Yes,DSL,Yes,Yes,Two year,No,90.4,0
466,No,18,No internet service,No internet service,No,No internet service,No internet service,One year,No,23.75,0
69,No,45,Yes,Yes,Fiber optic,No,No,One year,Yes,100.3,0
4639,Yes,42,Yes,Yes,DSL,No,No,Month-to-month,Yes,69.4,0
2633,Yes,26,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.65,0
3848,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,0
2994,No,2,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.45,0
529,Yes,48,No,Yes,DSL,No,No,One year,No,29.9,0
4012,No,37,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,101.9,1
4895,Yes,4,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,87.1,1
495,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,79.7,1
4740,Yes,64,No,Yes,Fiber optic,Yes,No,One year,Yes,92.85,0
4473,Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,No,89.75,0
1124,No,33,No,No,Fiber optic,No,No,Month-to-month,Yes,94.5,1
4186,No,6,No,No,Fiber optic,No,No,Month-to-month,No,89.3,1
2199,Yes,15,No,No,DSL,Yes,Yes,One year,No,55.2,0
418,Yes,68,Yes,Yes,DSL,Yes,Yes,Two year,Yes,89.05,0
341,No,1,Yes,No,DSL,No,No,Month-to-month,No,49.75,0
2149,No,17,No,No,Fiber optic,No,No,Month-to-month,Yes,70.4,1
849,No,8,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.2,0
383,No,10,No,No,DSL,Yes,Yes,Month-to-month,No,54.25,0
4743,No,1,No,No,Fiber optic,No,No,Month-to-month,No,70.4,1
4804,No,51,No,No,Fiber optic,Yes,No,Month-to-month,No,80.0,1
1802,No,3,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.9,1
803,No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,75.05,1
2345,No,32,No,Yes,DSL,No,Yes,Month-to-month,No,54.65,0
4649,Yes,71,Yes,No,DSL,Yes,Yes,One year,No,85.45,0
627,Yes,9,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.25,0
2960,Yes,7,Yes,No,DSL,No,No,Month-to-month,No,29.8,0
4542,No,24,No,No,DSL,Yes,No,Month-to-month,Yes,49.7,0
4564,No,1,No,No,DSL,No,No,Month-to-month,Yes,25.15,0
1103,No,64,No,Yes,Fiber optic,No,Yes,Two year,Yes,105.25,0
1522,No,38,Yes,Yes,Fiber optic,No,No,One year,Yes,104.85,0
3465,No,25,No,Yes,DSL,No,No,Month-to-month,No,54.1,0
4620,No,56,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.15,1
4490,Yes,12,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,21.15,0
1281,Yes,72,No,Yes,Fiber optic,Yes,No,Two year,Yes,103.4,1
2577,No,18,No,No,Fiber optic,No,Yes,Month-to-month,Yes,99.85,1
231,No,63,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,108.25,0
146,No,59,Yes,Yes,Fiber optic,Yes,No,One year,Yes,82.95,0
2674,Yes,23,Yes,No,DSL,No,Yes,Two year,No,34.6,0
4725,No,37,No,No,Fiber optic,No,Yes,Month-to-month,No,98.8,1
1118,No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,92.3,0
2277,No,56,Yes,No,DSL,Yes,No,One year,No,52.7,0
2720,Yes,47,No,Yes,Fiber optic,No,No,Month-to-month,Yes,99.35,1
1820,No,45,No,No,Fiber optic,Yes,No,One year,Yes,102.15,0
